result_name,B_init,delta_B_init,zeta_init,T1_init,sigma1_init,origin1_init,B,delta_B,zeta,T1,sigma1,origin1,chi2,redchi,func_evals,B_unc,delta_B_unc,zeta_unc,T1_unc,sigma1_unc,origin1_unc
result1,0.01,-0.1,-0.312,10,0.18,0.014,0.010756717614264187,-0.30684020327274864,-0.27615909391844573,19.769385772019874,0.18497099723373478,0.10254027161678714,27.917079218695243,1.1166831687478096,124,0.0016865997563706918,0.024276586057755158,0.021133411175046007,2.7564994942123078,0.00993747395224216,0.008664989622977654
result2,0.005,-0.1,-0.312,90,0.18,0.014,0.00521234945394484,-0.1680552449160766,-0.28711658248510497,39.88035386921657,0.18576766470224715,0.11396514092021981,28.2451445355879,1.129805781423516,168,0.002398905943078188,0.06736076712443562,0.019946088858587778,18.272403912244314,0.009770918002241537,0.009656664393287615
result3,0.0005,-0.1,-0.312,180,0.18,0.014,0.004664134135618293,-0.0895658821264046,0.1412167288004813,497.66209244062577,0.2996994329339615,0.9596111542823813,325.4488077706997,13.017952310827988,112,0.0036585264421907585,0.10680138114457846,0.07868957379997817,1495.1992408032772,0.13778035520168486,0.8452172889152754
