          a            b  c  d   e      J  g  h   position            i                     strength         f      z       label       m       n      o   p  q      r  s  t     u   v   K  y
SymmetricTop Excited   9 11  2 Ground  10  5  1  1499.78836396        -               1.34332414110227    0.0000    :     pP4(10)    :     Excited v=1  9  3     E2u - Ground v=0 10  4 E2g
SymmetricTop Excited   8 10  3 Ground   9  4  2  1499.781772          -               0.815582663945936   0.0000    :     pP1(9)    :     Excited v=1  8  0    E1u - Ground v=0  9  1 E1g
SymmetricTop Excited   7 10  2 Ground   8  4  2  1499.78777376        -               0.494367725634703   0.0000    :     rP1(8)    :     Excited v=1  7  2     E1u - Ground v=0  8  1 E1g
SymmetricTop Excited  22 11  1 Ground  22  5  1  1499.785731          -               0.135053433719168   0.0000    :     rQ4(22)    :     Excited v=1 22  5     E2u - Ground v=0 22  4 E2g
SymmetricTop Excited   6 11  1 Ground   7  5  1  1499.784843          -               0.0973713308076096  0.0000    :     rP4(7)    :     Excited v=1  6  5     E2u - Ground v=0  7  4 E2g
SymmetricTop Excited  23 11  3 Ground  23  5  2  1499.78994196        -               0.0959033307966102  0.0000    :     rQ2(23)    :     Excited v=1 23  3     E2u - Ground v=0 23  2 E2g
SymmetricTop Excited  24 10  2 Ground  24  4  2  1499.78422176        -               0.0678527412260089  0.0000    :     rQ1(24)    :     Excited v=1 24  2     E1u - Ground v=0 24  1 E1g
SymmetricTop Excited   7  6  2 Ground   8  0  1  1499.79837044        -               1.31306280817047    0.0000    :     rP0(8)    :     Excited v=1  7  1     A1u - Ground v=0  8  0 A1g
SymmetricTop Excited   8 11  4 Ground   9  5  2  1499.79303444        -               1.0088304650505     0.0000    :     pP2(9)    :     Excited v=1  8  1     E2u - Ground v=0  9  2 E2g
SymmetricTop Excited   6  8  1 Ground   7  2  1  1499.79444104        -               0.189377205865941   0.0000    :     rP3B1g(7)    :     Excited v=1  6  4     B1u - Ground v=0  7  3 B1g
SymmetricTop Excited   6  9  1 Ground   7  3  1  1499.79444104        -               0.189377205865941   0.0000    :     rP3B2g(7)    :     Excited v=1  6  4     B2u - Ground v=0  7  3 B2g
SymmetricTop Excited  24  6  2 Ground  24  0  1  1499.79481844        -               0.13561699509046    0.0000    :     rQ0(24)    :     Excited v=1 24  1     A1u - Ground v=0 24  0 A1g
SymmetricTop Excited  22  8  1 Ground  22  2  1  1499.79532904        -               0.133494358709013   0.0000    :     rQ3B1g(22)    :     Excited v=1 22  4     B1u - Ground v=0 22  3 B1g
SymmetricTop Excited  22  9  1 Ground  22  3  1  1499.79532904        -               0.133494358709013   0.0000    :     rQ3B2g(22)    :     Excited v=1 22  4     B2u - Ground v=0 22  3 B2g
SymmetricTop Excited   8  9  2 Ground   9  3  1  1499.80462976        -               1.23499769440643    0.0000    :     pP3B2g(9)    :     Excited v=1  8  2     B2u - Ground v=0  9  3 B2g
SymmetricTop Excited   8  8  2 Ground   9  2  1  1499.80462976        -               1.23499769440643    0.0000    :     pP3B1g(9)    :     Excited v=1  8  2     B1u - Ground v=0  9  3 B1g
SymmetricTop Excited   7 10  3 Ground   8  4  2  1499.8093            -               0.847487529659491   0.0000    :     pP1(8)    :     Excited v=1  7  0    E1u - Ground v=0  8  1 E1g
SymmetricTop Excited   6 11  3 Ground   7  5  2  1499.80437196        -               0.309392471790036   0.0000    :     rP2(7)    :     Excited v=1  6  3     E2u - Ground v=0  7  2 E2g
SymmetricTop Excited  23  7  2 Ground  23  1  1  1499.81080244        -               0.190843227167864   0.0000    :     rQ0(23)    :     Excited v=1 23  1     A2u - Ground v=0 23  0 A2g
SymmetricTop Excited  21  8  1 Ground  21  2  1  1499.80998104        -               0.180843156982155   0.0000    :     rQ3B1g(21)    :     Excited v=1 21  4     B1u - Ground v=0 21  3 B1g
SymmetricTop Excited  21  9  1 Ground  21  3  1  1499.80998104        -               0.180843156982155   0.0000    :     rQ3B2g(21)    :     Excited v=1 21  4     B2u - Ground v=0 21  3 B2g
SymmetricTop Excited  22 11  3 Ground  22  5  2  1499.80525996        -               0.132446125060375   0.0000    :     rQ2(22)    :     Excited v=1 22  3     E2u - Ground v=0 22  2 E2g
SymmetricTop Excited  24 10  3 Ground  24  4  2  1499.805748          -               0.068079673470912   0.0000    :     pQ1(24)    :     Excited v=1 24  0    E1u - Ground v=0 24  1 E1g
SymmetricTop Excited   6 10  2 Ground   7  4  2  1499.81463576        -               0.458565073779395   0.0000    :     rP1(7)    :     Excited v=1  6  2     E1u - Ground v=0  7  1 E1g
SymmetricTop Excited  20 11  1 Ground  20  5  1  1499.814369          -               0.242462338846      0.0000    :     rQ4(20)    :     Excited v=1 20  5     E2u - Ground v=0 20  4 E2g
SymmetricTop Excited  22 10  2 Ground  22  4  2  1499.81552376        -               0.131916694875786   0.0000    :     rQ1(22)    :     Excited v=1 22  2     E1u - Ground v=0 22  1 E1g
SymmetricTop Excited  25  9  2 Ground  25  3  1  1499.81195576        -               0.0486221416748949  0.0000    :     pQ3B2g(25)    :     Excited v=1 25  2     B2u - Ground v=0 25  3 B2g
SymmetricTop Excited  25  8  2 Ground  25  2  1  1499.81195576        -               0.0486221416748949  0.0000    :     pQ3B1g(25)    :     Excited v=1 25  2     B1u - Ground v=0 25  3 B1g
SymmetricTop Excited   8 10  1 Ground   9  4  1  1499.82881904        -               1.81508547770751    0.0000    :     pP5(9)    :     Excited v=1  8  4     E1u - Ground v=0  9  5 E1g
SymmetricTop Excited   6  7  2 Ground   7  1  1  1499.82523244        -               1.27886783035696    0.0000    :     rP0(7)    :     Excited v=1  6  1     A2u - Ground v=0  7  0 A2g
SymmetricTop Excited   7 11  4 Ground   8  5  2  1499.82056244        -               1.07211989886545    0.0000    :     pP2(8)    :     Excited v=1  7  1     E2u - Ground v=0  8  2 E2g
SymmetricTop Excited  19 11  1 Ground  19  5  1  1499.827689          -               0.315755281983584   0.0000    :     rQ4(19)    :     Excited v=1 19  5     E2u - Ground v=0 19  4 E2g
SymmetricTop Excited  22  6  2 Ground  22  0  1  1499.82612044        -               0.263825272471426   0.0000    :     rQ0(22)    :     Excited v=1 22  1     A1u - Ground v=0 22  0 A1g
SymmetricTop Excited  20  8  1 Ground  20  2  1  1499.82396704        -               0.240497776270938   0.0000    :     rQ3B1g(20)    :     Excited v=1 20  4     B1u - Ground v=0 20  3 B1g
SymmetricTop Excited  20  9  1 Ground  20  3  1  1499.82396704        -               0.240497776270938   0.0000    :     rQ3B2g(20)    :     Excited v=1 20  4     B2u - Ground v=0 20  3 B2g
SymmetricTop Excited   5  9  1 Ground   6  3  1  1499.82063704        -               0.123536582155635   0.0000    :     rP3B2g(6)    :     Excited v=1  5  4     B2u - Ground v=0  6  3 B2g
SymmetricTop Excited   5  8  1 Ground   6  2  1  1499.82063704        -               0.123536582155635   0.0000    :     rP3B1g(6)    :     Excited v=1  5  4     B1u - Ground v=0  6  3 B1g
SymmetricTop Excited  23 10  3 Ground  23  4  2  1499.821732          -               0.0958032183286244  0.0000    :     pQ1(23)    :     Excited v=1 23  0    E1u - Ground v=0 23  1 E1g
SymmetricTop Excited   7 11  2 Ground   8  5  1  1499.84408596        -               1.64958571597857    0.0000    :     pP4(8)    :     Excited v=1  7  3     E2u - Ground v=0  8  4 E2g
SymmetricTop Excited   6 10  3 Ground   7  4  2  1499.836162          -               0.855988137721538   0.0000    :     pP1(7)    :     Excited v=1  6  0    E1u - Ground v=0  7  1 E1g
SymmetricTop Excited  18 11  1 Ground  18  5  1  1499.840343          -               0.403255328034974   0.0000    :     rQ4(18)    :     Excited v=1 18  5     E2u - Ground v=0 18  4 E2g
SymmetricTop Excited   5 10  2 Ground   6  4  2  1499.84083176        -               0.398848155293164   0.0000    :     rP1(6)    :     Excited v=1  5  2     E1u - Ground v=0  6  1 E1g
SymmetricTop Excited  21  7  2 Ground  21  1  1  1499.84077244        -               0.35822958977119    0.0000    :     rQ0(21)    :     Excited v=1 21  1     A2u - Ground v=0 21  0 A2g
SymmetricTop Excited  19  8  1 Ground  19  2  1  1499.83728704        -               0.313879205968083   0.0000    :     rQ3B1g(19)    :     Excited v=1 19  4     B1u - Ground v=0 19  3 B1g
SymmetricTop Excited  19  9  1 Ground  19  3  1  1499.83728704        -               0.313879205968083   0.0000    :     rQ3B2g(19)    :     Excited v=1 19  4     B2u - Ground v=0 19  3 B2g
SymmetricTop Excited  20 10  2 Ground  20  4  2  1499.84416176        -               0.238649453697586   0.0000    :     rQ1(20)    :     Excited v=1 20  2     E1u - Ground v=0 20  1 E1g
SymmetricTop Excited  22 10  3 Ground  22  4  2  1499.83705           -               0.132440173823705   0.0000    :     pQ1(22)    :     Excited v=1 22  0    E1u - Ground v=0 22  1 E1g
SymmetricTop Excited   6 11  4 Ground   7  5  2  1499.84742444        -               1.11381289844413    0.0000    :     pP2(7)    :     Excited v=1  6  1     E2u - Ground v=0  7  2 E2g
SymmetricTop Excited  19 11  3 Ground  19  5  2  1499.84721796        -               0.312694049503651   0.0000    :     rQ2(19)    :     Excited v=1 19  3     E2u - Ground v=0 19  2 E2g
SymmetricTop Excited  22 11  4 Ground  22  5  2  1499.84831244        -               0.133505694060858   0.0000    :     pQ2(22)    :     Excited v=1 22  1     E2u - Ground v=0 22  2 E2g
SymmetricTop Excited  23  8  2 Ground  23  2  1  1499.84458976        -               0.0978363862271798  0.0000    :     pQ3B1g(23)    :     Excited v=1 23  2     B1u - Ground v=0 23  3 B1g
SymmetricTop Excited  23  9  2 Ground  23  3  1  1499.84458976        -               0.0978363862271798  0.0000    :     pQ3B2g(23)    :     Excited v=1 23  2     B2u - Ground v=0 23  3 B2g
SymmetricTop Excited   7 10  1 Ground   8  4  1  1499.85634704        -               2.02081071557493    0.0000    :     pP5(8)    :     Excited v=1  7  4     E1u - Ground v=0  8  5 E1g
SymmetricTop Excited   5  6  2 Ground   6  0  1  1499.85142844        -               1.19177837290912    0.0000    :     rP0(6)    :     Excited v=1  5  1     A1u - Ground v=0  6  0 A1g
SymmetricTop Excited  17 11  1 Ground  17  5  1  1499.852331          -               0.504785554320178   0.0000    :     rQ4(17)    :     Excited v=1 17  5     E2u - Ground v=0 17  4 E2g
SymmetricTop Excited  20  6  2 Ground  20  0  1  1499.85475844        -               0.477672353840867   0.0000    :     rQ0(20)    :     Excited v=1 20  1     A1u - Ground v=0 20  0 A1g
SymmetricTop Excited  18  8  1 Ground  18  2  1  1499.84994104        -               0.401887765729818   0.0000    :     rQ3B1g(18)    :     Excited v=1 18  4     B1u - Ground v=0 18  3 B1g
SymmetricTop Excited  18  9  1 Ground  18  3  1  1499.84994104        -               0.401887765729818   0.0000    :     rQ3B2g(18)    :     Excited v=1 18  4     B2u - Ground v=0 18  3 B2g
SymmetricTop Excited  21 10  3 Ground  21  4  2  1499.851702          -               0.179831100688921   0.0000    :     pQ1(21)    :     Excited v=1 21  0    E1u - Ground v=0 21  1 E1g
SymmetricTop Excited   4 11  2 Ground   5  5  2  1499.85609796        -               0.159928303335782   0.0000    :     rP2(5)    :     Excited v=1  4  3     E2u - Ground v=0  5  2 E2g
SymmetricTop Excited   5 10  3 Ground   6  4  2  1499.862358          -               0.837581126115645   0.0000    :     pP1(6)    :     Excited v=1  5  0    E1u - Ground v=0  6  1 E1g
SymmetricTop Excited  19  7  2 Ground  19  1  1  1499.86807844        -               0.625357319280622   0.0000    :     rQ0(19)    :     Excited v=1 19  1     A2u - Ground v=0 19  0 A2g
SymmetricTop Excited  16 11  1 Ground  16  5  1  1499.863653          -               0.618941519943062   0.0000    :     rQ4(16)    :     Excited v=1 16  5     E2u - Ground v=0 16  4 E2g
SymmetricTop Excited  17  9  1 Ground  17  3  1  1499.86192904        -               0.504608798197975   0.0000    :     rQ3B2g(17)    :     Excited v=1 17  4     B2u - Ground v=0 17  3 B2g
SymmetricTop Excited  17  8  1 Ground  17  2  1  1499.86192904        -               0.504608798197975   0.0000    :     rQ3B1g(17)    :     Excited v=1 17  4     B1u - Ground v=0 17  3 B1g
SymmetricTop Excited  18 10  2 Ground  18  4  2  1499.87013576        -               0.401054158193018   0.0000    :     rQ1(18)    :     Excited v=1 18  2     E1u - Ground v=0 18  1 E1g
SymmetricTop Excited   4 10  2 Ground   5  4  2  1499.86636176        -               0.316049638804637   0.0000    :     rP1(5)    :     Excited v=1  4  2     E1u - Ground v=0  5  1 E1g
SymmetricTop Excited  20 10  3 Ground  20  4  2  1499.865688          -               0.239791317112407   0.0000    :     pQ1(20)    :     Excited v=1 20  0    E1u - Ground v=0 20  1 E1g
SymmetricTop Excited  21 11  4 Ground  21  5  2  1499.86296444        -               0.181209384737534   0.0000    :     pQ2(21)    :     Excited v=1 21  1     E2u - Ground v=0 21  2 E2g
SymmetricTop Excited  23 10  1 Ground  23  4  1  1499.86877904        -               0.101613841675651   0.0000    :     pQ5(23)    :     Excited v=1 23  4     E1u - Ground v=0 23  5 E1g
SymmetricTop Excited   6 11  2 Ground   7  5  1  1499.87094796        -               1.78514106480618    0.0000    :     pP4(7)    :     Excited v=1  6  3     E2u - Ground v=0  7  4 E2g
SymmetricTop Excited   5 11  4 Ground   6  5  2  1499.87362044        -               1.1302269176229     0.0000    :     pP2(6)    :     Excited v=1  5  1     E2u - Ground v=0  6  2 E2g
SymmetricTop Excited  15 11  1 Ground  15  5  1  1499.874309          -               0.742764395882809   0.0000    :     rQ4(15)    :     Excited v=1 15  5     E2u - Ground v=0 15  4 E2g
SymmetricTop Excited  16  9  1 Ground  16  3  1  1499.87325104        -               0.620996321259029   0.0000    :     rQ3B2g(16)    :     Excited v=1 16  4     B2u - Ground v=0 16  3 B2g
SymmetricTop Excited  16  8  1 Ground  16  2  1  1499.87325104        -               0.620996321259029   0.0000    :     rQ3B1g(16)    :     Excited v=1 16  4     B1u - Ground v=0 16  3 B1g
SymmetricTop Excited  17 11  3 Ground  17  5  2  1499.87185996        -               0.504733384038177   0.0000    :     rQ2(17)    :     Excited v=1 17  3     E2u - Ground v=0 17  2 E2g
SymmetricTop Excited  21  8  2 Ground  21  2  1  1499.87455976        -               0.183254399075251   0.0000    :     pQ3B1g(21)    :     Excited v=1 21  2     B1u - Ground v=0 21  3 B1g
SymmetricTop Excited  21  9  2 Ground  21  3  1  1499.87455976        -               0.183254399075251   0.0000    :     pQ3B2g(21)    :     Excited v=1 21  2     B2u - Ground v=0 21  3 B2g
SymmetricTop Excited  22 11  2 Ground  22  5  1  1499.87183596        -               0.137276535508784   0.0000    :     pQ4(22)    :     Excited v=1 22  3     E2u - Ground v=0 22  4 E2g
SymmetricTop Excited   6 10  1 Ground   7  4  1  1499.88320904        -               2.2205158021807     0.0000    :     pP5(7)    :     Excited v=1  6  4     E1u - Ground v=0  7  5 E1g
SymmetricTop Excited   5  8  2 Ground   6  2  1  1499.88521576        -               1.48243898586762    0.0000    :     pP3B1g(6)    :     Excited v=1  5  2     B1u - Ground v=0  6  3 B1g
SymmetricTop Excited   5  9  2 Ground   6  3  1  1499.88521576        -               1.48243898586762    0.0000    :     pP3B2g(6)    :     Excited v=1  5  2     B2u - Ground v=0  6  3 B2g
SymmetricTop Excited   4  7  1 Ground   5  1  1  1499.87695844        -               1.04930248459607    0.0000    :     rP0(5)    :     Excited v=1  4  1     A2u - Ground v=0  5  0 A2g
SymmetricTop Excited  14 11  1 Ground  14  5  1  1499.884299          -               0.871461658686379   0.0000    :     rQ4(14)    :     Excited v=1 14  5     E2u - Ground v=0 14  4 E2g
SymmetricTop Excited  18  6  2 Ground  18  0  1  1499.88073244        -               0.803612837385179   0.0000    :     rQ0(18)    :     Excited v=1 18  1     A1u - Ground v=0 18  0 A1g
SymmetricTop Excited  15  9  1 Ground  15  3  1  1499.88390704        -               0.74856556855942    0.0000    :     rQ3B2g(15)    :     Excited v=1 15  4     B2u - Ground v=0 15  3 B2g
SymmetricTop Excited  15  8  1 Ground  15  2  1  1499.88390704        -               0.74856556855942    0.0000    :     rQ3B1g(15)    :     Excited v=1 15  4     B1u - Ground v=0 15  3 B1g
SymmetricTop Excited  16 11  3 Ground  16  5  2  1499.88318196        -               0.622774187920125   0.0000    :     rQ2(16)    :     Excited v=1 16  3     E2u - Ground v=0 16  2 E2g
SymmetricTop Excited  17 10  2 Ground  17  4  2  1499.88212376        -               0.505375672710317   0.0000    :     rQ1(17)    :     Excited v=1 17  2     E1u - Ground v=0 17  1 E1g
SymmetricTop Excited  19 10  3 Ground  19  4  2  1499.879008          -               0.313929106531756   0.0000    :     pQ1(19)    :     Excited v=1 19  0    E1u - Ground v=0 19  1 E1g
SymmetricTop Excited  20 11  4 Ground  20  5  2  1499.87695044        -               0.241524099608027   0.0000    :     pQ2(20)    :     Excited v=1 20  1     E2u - Ground v=0 20  2 E2g
SymmetricTop Excited  22 10  1 Ground  22  4  1  1499.88409704        -               0.139992803941583   0.0000    :     pQ5(22)    :     Excited v=1 22  4     E1u - Ground v=0 22  5 E1g
SymmetricTop Excited   4 10  3 Ground   5  4  2  1499.887888          -               0.790124097011593   0.0000    :     pP1(5)    :     Excited v=1  4  0    E1u - Ground v=0  5  1 E1g
SymmetricTop Excited  19 11  4 Ground  19  5  2  1499.89027044        -               0.316038370888717   0.0000    :     pQ2(19)    :     Excited v=1 19  1     E2u - Ground v=0 19  2 E2g
SymmetricTop Excited  20  8  2 Ground  20  2  1  1499.88854576        -               0.244034508274923   0.0000    :     pQ3B1g(20)    :     Excited v=1 20  2     B1u - Ground v=0 20  3 B1g
SymmetricTop Excited  20  9  2 Ground  20  3  1  1499.88854576        -               0.244034508274923   0.0000    :     pQ3B2g(20)    :     Excited v=1 20  2     B2u - Ground v=0 20  3 B2g
SymmetricTop Excited  21 11  2 Ground  21  5  1  1499.88648796        -               0.185966825123264   0.0000    :     pQ4(21)    :     Excited v=1 21  3     E2u - Ground v=0 21  4 E2g
SymmetricTop Excited   5 11  2 Ground   6  5  1  1499.89714396        -               1.90554951208326    0.0000    :     pP4(6)    :     Excited v=1  5  3     E2u - Ground v=0  6  4 E2g
SymmetricTop Excited  17  7  2 Ground  17  1  1  1499.89272044        -               1.01334849906003    0.0000    :     rQ0(17)    :     Excited v=1 17  1     A2u - Ground v=0 17  0 A2g
SymmetricTop Excited  13 11  1 Ground  13  5  1  1499.893623          -               0.998218322977037   0.0000    :     rQ4(13)    :     Excited v=1 13  5     E2u - Ground v=0 13  4 E2g
SymmetricTop Excited  14  9  1 Ground  14  3  1  1499.89389704        -               0.883133739278933   0.0000    :     rQ3B2g(14)    :     Excited v=1 14  4     B2u - Ground v=0 14  3 B2g
SymmetricTop Excited  14  8  1 Ground  14  2  1  1499.89389704        -               0.883133739278933   0.0000    :     rQ3B1g(14)    :     Excited v=1 14  4     B1u - Ground v=0 14  3 B1g
SymmetricTop Excited  15 11  3 Ground  15  5  2  1499.89383796        -               0.753085256982133   0.0000    :     rQ2(15)    :     Excited v=1 15  3     E2u - Ground v=0 15  2 E2g
SymmetricTop Excited  16 10  2 Ground  16  4  2  1499.89344576        -               0.624615424134766   0.0000    :     rQ1(16)    :     Excited v=1 16  2     E1u - Ground v=0 16  1 E1g
SymmetricTop Excited  18 10  3 Ground  18  4  2  1499.891662          -               0.403413300300036   0.0000    :     pQ1(18)    :     Excited v=1 18  0    E1u - Ground v=0 18  1 E1g
SymmetricTop Excited   3 10  1 Ground   4  4  1  1499.89122576        -               0.2139511675506     0.0000    :     rP1(4)    :     Excited v=1  3  2     E1u - Ground v=0  4  1 E1g
SymmetricTop Excited  16  6  2 Ground  16  0  1  1499.90404244        -               1.25347159706954    0.0000    :     rQ0(16)    :     Excited v=1 16  1     A1u - Ground v=0 16  0 A1g
SymmetricTop Excited   4 11  3 Ground   5  5  2  1499.89915044        -               1.11949812335047    0.0000    :     pP2(5)    :     Excited v=1  4  1     E2u - Ground v=0  5  2 E2g
SymmetricTop Excited  12 11  1 Ground  12  5  1  1499.902281          -               1.11413742455304    0.0000    :     rQ4(12)    :     Excited v=1 12  5     E2u - Ground v=0 12  4 E2g
SymmetricTop Excited  13  8  1 Ground  13  2  1  1499.90322104        -               1.01865248124928    0.0000    :     rQ3B1g(13)    :     Excited v=1 13  4     B1u - Ground v=0 13  3 B1g
SymmetricTop Excited  13  9  1 Ground  13  3  1  1499.90322104        -               1.01865248124928    0.0000    :     rQ3B2g(13)    :     Excited v=1 13  4     B2u - Ground v=0 13  3 B2g
SymmetricTop Excited  14 11  3 Ground  14  5  2  1499.90382796        -               0.891917616828489   0.0000    :     rQ2(14)    :     Excited v=1 14  3     E2u - Ground v=0 14  2 E2g
SymmetricTop Excited   3  6  1 Ground   4  0  1  1499.90182244        -               0.852395816842602   0.0000    :     rP0(4)    :     Excited v=1  3  1     A1u - Ground v=0  4  0 A1g
SymmetricTop Excited  15 10  2 Ground  15  4  2  1499.90410176        -               0.756841988362175   0.0000    :     rQ1(15)    :     Excited v=1 15  2     E1u - Ground v=0 15  1 E1g
SymmetricTop Excited  17 10  3 Ground  17  4  2  1499.90365           -               0.508700512662358   0.0000    :     pQ1(17)    :     Excited v=1 17  0    E1u - Ground v=0 17  1 E1g
SymmetricTop Excited  18 11  4 Ground  18  5  2  1499.90292444        -               0.405885045831151   0.0000    :     pQ2(18)    :     Excited v=1 18  1     E2u - Ground v=0 18  2 E2g
SymmetricTop Excited  19  8  2 Ground  19  2  1  1499.90186576        -               0.318996801717562   0.0000    :     pQ3B1g(19)    :     Excited v=1 19  2     B1u - Ground v=0 19  3 B1g
SymmetricTop Excited  19  9  2 Ground  19  3  1  1499.90186576        -               0.318996801717562   0.0000    :     pQ3B2g(19)    :     Excited v=1 19  2     B2u - Ground v=0 19  3 B2g
SymmetricTop Excited  20 11  2 Ground  20  5  1  1499.90047396        -               0.24731158562292    0.0000    :     pQ4(20)    :     Excited v=1 20  3     E2u - Ground v=0 20  4 E2g
SymmetricTop Excited  21 10  1 Ground  21  4  1  1499.89874904        -               0.189341282268055   0.0000    :     pQ5(21)    :     Excited v=1 21  4     E1u - Ground v=0 21  5 E1g
SymmetricTop Excited   5 10  1 Ground   6  4  1  1499.90940504        -               2.41418470937987    0.0000    :     pP5(6)    :     Excited v=1  5  4     E1u - Ground v=0  6  5 E1g
SymmetricTop Excited   4  8  2 Ground   5  2  1  1499.91074576        -               1.52275073753178    0.0000    :     pP3B1g(5)    :     Excited v=1  4  2     B1u - Ground v=0  5  3 B1g
SymmetricTop Excited   4  9  2 Ground   5  3  1  1499.91074576        -               1.52275073753178    0.0000    :     pP3B2g(5)    :     Excited v=1  4  2     B2u - Ground v=0  5  3 B2g
SymmetricTop Excited  11 11  1 Ground  11  5  1  1499.910273          -               1.20833345468552    0.0000    :     rQ4(11)    :     Excited v=1 11  5     E2u - Ground v=0 11  4 E2g
SymmetricTop Excited  15  7  2 Ground  15  1  1  1499.91469844        -               1.52032401593377    0.0000    :     rQ0(15)    :     Excited v=1 15  1     A2u - Ground v=0 15  0 A2g
SymmetricTop Excited  12  8  1 Ground  12  2  1  1499.91187904        -               1.14717308651616    0.0000    :     rQ3B1g(12)    :     Excited v=1 12  4     B1u - Ground v=0 12  3 B1g
SymmetricTop Excited  12  9  1 Ground  12  3  1  1499.91187904        -               1.14717308651616    0.0000    :     rQ3B2g(12)    :     Excited v=1 12  4     B2u - Ground v=0 12  3 B2g
SymmetricTop Excited  13 11  3 Ground  13  5  2  1499.91315196        -               1.03376799340085    0.0000    :     rQ2(13)    :     Excited v=1 13  3     E2u - Ground v=0 13  2 E2g
SymmetricTop Excited  14 10  2 Ground  14  4  2  1499.91409176        -               0.898582346800478   0.0000    :     rQ1(14)    :     Excited v=1 14  2     E1u - Ground v=0 14  1 E1g
SymmetricTop Excited   3 10  2 Ground   4  4  1  1499.912752          -               0.713170558501999   0.0000    :     pP1(4)    :     Excited v=1  3  0    E1u - Ground v=0  4  1 E1g
SymmetricTop Excited  16 10  3 Ground  16  4  2  1499.914972          -               0.629242205054283   0.0000    :     pQ1(16)    :     Excited v=1 16  0    E1u - Ground v=0 16  1 E1g
SymmetricTop Excited  17 11  4 Ground  17  5  2  1499.91491244        -               0.51146316249202    0.0000    :     pQ2(17)    :     Excited v=1 17  1     E2u - Ground v=0 17  2 E2g
SymmetricTop Excited  18  8  2 Ground  18  2  1  1499.91451976        -               0.409194816015815   0.0000    :     pQ3B1g(18)    :     Excited v=1 18  2     B1u - Ground v=0 18  3 B1g
SymmetricTop Excited  18  9  2 Ground  18  3  1  1499.91451976        -               0.409194816015815   0.0000    :     pQ3B2g(18)    :     Excited v=1 18  2     B2u - Ground v=0 18  3 B2g
SymmetricTop Excited  19 11  2 Ground  19  5  1  1499.91379396        -               0.322772066027664   0.0000    :     pQ4(19)    :     Excited v=1 19  3     E2u - Ground v=0 19  4 E2g
SymmetricTop Excited  20 10  1 Ground  20  4  1  1499.91273504        -               0.251330023462176   0.0000    :     pQ5(20)    :     Excited v=1 20  4     E1u - Ground v=0 20  5 E1g
SymmetricTop Excited  10 11  1 Ground  10  5  1  1499.917599          -               1.26817314020144    0.0000    :     rQ4(10)    :     Excited v=1 10  5     E2u - Ground v=0 10  4 E2g
SymmetricTop Excited  11  9  1 Ground  11  3  1  1499.91987104        -               1.25897360891218    0.0000    :     rQ3B2g(11)    :     Excited v=1 11  4     B2u - Ground v=0 11  3 B2g
SymmetricTop Excited  11  8  1 Ground  11  2  1  1499.91987104        -               1.25897360891218    0.0000    :     rQ3B1g(11)    :     Excited v=1 11  4     B1u - Ground v=0 11  3 B1g
SymmetricTop Excited  12 11  3 Ground  12  5  2  1499.92180996        -               1.17136165881643    0.0000    :     rQ2(12)    :     Excited v=1 12  3     E2u - Ground v=0 12  2 E2g
SymmetricTop Excited   2 10  1 Ground   3  4  1  1499.91542376        -               0.101362104483266   0.0000    :     rP1(3)    :     Excited v=1  2  2     E1u - Ground v=0  3  1 E1g
SymmetricTop Excited   4 11  1 Ground   5  5  1  1499.92267396        -               2.01329161495255    0.0000    :     pP4(5)    :     Excited v=1  4  3     E2u - Ground v=0  5  4 E2g
SymmetricTop Excited  14  6  2 Ground  14  0  1  1499.92468844        -               1.80721779967123    0.0000    :     rQ0(14)    :     Excited v=1 14  1     A1u - Ground v=0 14  0 A1g
SymmetricTop Excited  10  8  1 Ground  10  2  1  1499.92719704        -               1.34285376162328    0.0000    :     rQ3B1g(10)    :     Excited v=1 10  4     B1u - Ground v=0 10  3 B1g
SymmetricTop Excited  10  9  1 Ground  10  3  1  1499.92719704        -               1.34285376162328    0.0000    :     rQ3B2g(10)    :     Excited v=1 10  4     B2u - Ground v=0 10  3 B2g
SymmetricTop Excited   9 11  1 Ground   9  5  1  1499.924259          -               1.2796089039991     0.0000    :     rQ4(9)    :     Excited v=1  9  5     E2u - Ground v=0  9  4 E2g
SymmetricTop Excited   3 11  3 Ground   4  5  2  1499.92401444        -               1.08264155442455    0.0000    :     pP2(4)    :     Excited v=1  3  1     E2u - Ground v=0  4  2 E2g
SymmetricTop Excited  13 10  2 Ground  13  4  2  1499.92341576        -               1.04467906547325    0.0000    :     rQ1(13)    :     Excited v=1 13  2     E1u - Ground v=0 13  1 E1g
SymmetricTop Excited  15 10  3 Ground  15  4  2  1499.925628          -               0.7632020050711     0.0000    :     pQ1(15)    :     Excited v=1 15  0    E1u - Ground v=0 15  1 E1g
SymmetricTop Excited  16 11  4 Ground  16  5  2  1499.92623444        -               0.632139213302382   0.0000    :     pQ2(16)    :     Excited v=1 16  1     E2u - Ground v=0 16  2 E2g
SymmetricTop Excited   2  7  1 Ground   3  1  1  1499.92602044        -               0.605750145024085   0.0000    :     rP0(3)    :     Excited v=1  2  1     A2u - Ground v=0  3  0 A2g
SymmetricTop Excited  17  8  2 Ground  17  2  1  1499.92650776        -               0.514906936936709   0.0000    :     pQ3B1g(17)    :     Excited v=1 17  2     B1u - Ground v=0 17  3 B1g
