result_name,B_init,T_init,delta_B_init,zeta_init,sigma_init,origin_init,B,T,delta_B,zeta,sigma,origin,chi2,redchi,func_evals,B_unc,T_unc,delta_B_unc,zeta_unc,sigma_unc,origin_unc
result1,0.005,32.7,-0.4,-0.9,0.3,0.039,0.004754175815722121,48.80768287825142,-0.03793443134794661,-0.3025496758130277,0.16763730059831117,0.024113271178181517,67.30106818006371,0.7159688104262096,101,0.001971195132964415,20.084014630996233,0.012950423246504346,0.008309494276595256,,0.0051732027847015485
