result_name,B_init,T_init,delta_B_init,zeta_init,sigma_init,origin_init,B,T,delta_B,zeta,sigma,origin,chi2,redchi,func_evals,B_unc,T_unc,delta_B_unc,zeta_unc,sigma_unc,origin_unc
result1,0.002,92.7,-0.4,-0.9,0.3,0.039,0.003946101027702518,53.63227362234763,-0.10032520852979554,-0.31230272890092325,0.18726749553679048,0.014963765292817843,166.18336769700545,1.7679081669894197,209,0.00201231130360065,27.342990074957584,0.050975894577013216,0.010975192360584838,,0.0054476769284258625
